polarity,phrase,rating
pos,helpful staff good size,7
pos,superior room,7
pos,taste breakfast,9
neg,kitchen use limit,7
neg,specific hour cook breakfast morning tea bed room,7
neg,small adult,7
neg,indoor place,7
neg,loud music,7
neg,skype,7
neg,variable excellent indifferent good place school group terrace good,7
neg,warm weather,7
neg,independent traveller,7
pos,location good,7
pos,walkable town centre,7
pos,complete package business romantic trip,10
pos,quiet staff level,10
pos,nice room,10
pos,hotel room hotel,10
pos,beautiful way,10
pos,conceivable amenity,10
pos,charming comfortable staff helpful,10
pos,professional perfect location,10
pos,loved,10
neg,bed bit,8
pos,quirky property kid,8
pos,different kitte owner helpful thing,8
pos,dinant,8
pos,busy day,8
pos,hotel good,8
pos,shop walk door,8
pos,good selection breakfast attentive staff,7
pos,great location,7
neg,neighbour room door soundproof wall bit odd feeling,9
neg,large pillow,9
neg,personal course,9
pos,kind host,9
pos,spacious clean room bathroom,9
pos,perfect,9
pos,lovely garden,9
pos,close historic centrum,9
pos,hoge kempen,9
neg,kitchen applience,9
neg,sofa,9
pos,staffel,9
pos,great selection beer,9
pos,affordable prize,9
neg,great bathroom door,8
neg,feeling privacy,8
pos,room general,8
pos,nice clean bed,8
pos,super comfy location,8
pos,quiet good view,8
pos,bus station,8
neg,quiet echos,10
neg,upstairs people,10
neg,ordinary noise people,10
neg,startle time,10
pos,easy m walk major,10
pos,great spot,10
pos,fit family,10
neg,service restaurant terrible,9
pos,hotel minute walk metro,9
neg,train station,7
pos,comfortable room,7
pos,breakfast,7
pos,quality hotel beatiful,10
pos,clean room staff kind,10
pos,beautiful hotel,10
neg,milk bridal suite,9
neg,time room case wake,9
neg,milk night,9
pos,staff,9
pos,fantastic knowledgeable proffessional,9
pos,sorry meet,9
pos,jack,9
pos,lovely man,9
pos,design hotel,9
neg,fine breakfast good coffee bread,7
pos,central location,7
pos,comfortable room,7
pos,friendly staff,7
pos,english,7
pos,quietness,9
pos,room plate silver,9
pos,local place,9
pos,clean room,9
pos,clean comfortable room good matra,9
pos,friendly host,9
pos,friendly welcome,9
pos,breakfast,9
pos,location bomb,10
pos,fast big apartment good family good value,10
pos,functional business hotel,8
pos,great aspiration,8
neg,bathroom suppose,7
neg,share breakfast stand,7
neg,door key work time reception staff,7
neg,kitchen person sandwich,7
neg,breakfast area person kitchen,7
neg,hostel breakfast,7
neg,bread jam helpful,7
pos,reception,7
pos,friendly helpful,7
pos,book pay,9
pos,simple good food,9
pos,fantastic staff,9
pos,helpful kind location,9
pos,good busy centre,9
pos,main high street walk distance pandemic,9
pos,covid,9
pos,people hotel,9
pos,great experience,9
neg,issue nasty,10
neg,room bit inconvenient,10
neg,bad ruin stay,10
pos,great hotel,10
pos,beautiful city,10
pos,big comfortable room,10
pos,great hotel,10
pos,nice breakfast,10
pos,buffet,9
pos,nice small people,9
pos,great comfortable room,9
pos,excellent location,9
pos,beautiful historic premise update,9
pos,modern comfort suit need group,9
neg,boat water shower leak bathroom floor,8
pos,hostel good option belgian beer staff,8
pos,friendly bed,8
pos,interior,10
pos,location netflix internet washing,9
pos,machine dryer,9
neg,late check,9
neg,luggage check,9
pos,great location,9
pos,close destination,9
pos,brussels,9
pos,tube station bus tram,9
pos,nearby spacious common area luggage store room,9
pos,nice view,9
pos,comfortable bed locker lock,9
pos,spacious bathroom,9
pos,clean kitchen,9
pos,sufficient breakfast,9
pos,nice atmosphere helpful kind staff,9
pos,amazing mind complain,9
pos,traveler pet,9
neg,rain room isolate noise,8
neg,lot noise night,8
pos,room size location atmosphere,10
neg,steep uneven stair,8
neg,large cash deposit pay,8
neg,extra towel sheet,8
neg,bit cheeky,8
pos,great location,8
pos,handy centre liege,8
pos,beautiful old house,8
pos,floor lot room group friend,8
neg,hotel air,9
neg,manageable coffee alright,9
pos,friendly help,9
pos,wifi,9
pos,experience good breakfast,9
pos,lounge shade terrace,9
pos,staff helpful bed comfy shower good,9
neg,old food,9
neg,huge issue,9
pos,location,9
pos,quiet district apartment,9
pos,clean spacious host,9
pos,friendly accommodate,9
neg,good hotel room,7
neg,comfortable work desk restaurant,7
neg,good gym,7
neg,small supermarket road,7
pos,bed linen coarse breakfast good,7
pos,worth restaurant cafe,7
neg,reception people,9
neg,smoke need pass,9
pos,sort problem storage,9
pos,breakfast day,9
pos,beam smile place upbeat vibe,9
neg,shrimp restaurant gut,9
pos,beautifully,10
pos,decoration staff,10
pos,local restaurant dinner delicious check,10
pos,right centre,10
pos,quiet spot,10
pos,old place,10
pos,small lift,10
pos,wide variety,10
pos,clean happy return,10
neg,fine check agent staff informative hotel beverage check area travel hour couple,8
neg,water crémant,8
neg,glass bowl,8
neg,comedown friend,8
neg,glass crémant check lady,8
neg,drink drink,8
neg,wifi code rude manner point card key shop return hotel friend,8
neg,card key holder,8
neg,discount shop,8
neg,maasmechelen,8
neg,village check agent,8
neg,check agent check,8
neg,nice sympathetic problem colleague,8
pos,location room,8
pos,comfortable bed location,10
pos,nice restaurant gim ok,10
pos,quiet room,9
pos,quiet hotel general,9
pos,perfect travel month,9
pos,old baby,9
pos,old boy,9
pos,fabienne,9
pos,available friendly village cute,9
pos,clean nice stroll restaurant option,9
pos,het,9
pos,oude gerechtshof village,9
pos,pizzeria al mulino,9
pos,km hotel countryside,9
neg,towel dry hand shower night stay,8
pos,nice little place minute,8
pos,centre floor room,8
pos,clean quiet tv aircon,8
pos,tv fan work,8
pos,open day staff,8
pos,wifi,8
pos,great location,10
neg,super noisy street travel,7
neg,old person struggle,7
neg,shower need,7
neg,big step,7
pos,friendly staff,7
neg,room equip hairdryer towel addition,8
neg,luggage locker,8
neg,fit luggage lock hole,8
pos,clean cozy,8
pos,convenient view window,8
pos,nice staff helpful,8
pos,friendly location good minute walk,8
pos,main tourist attraction,8
pos,eglise notre dame brussels,8
pos,grand place breakfast,8
neg,reception stuff behave,8
neg,polite smile,8
neg,fresh food chineese restaurant,8
pos,good choice,8
pos,minsk,8
neg,lift,9
pos,close centre,9
pos,quiet cathedral,9
pos,staff,9
pos,outstanding friendly willing help,9
pos,breakfast,9
pos,amazing worth extra cost room suite roomy,9
pos,comfortable bathroom,9
pos,modern excellent shower,9
pos,nice building,10
neg,soviet style bed twin room person photo,7
neg,real size,7
pos,good thing hotel location,7
pos,minsk,7
pos,free charge check stroll,7
pos,minsk,7
pos,splendid omelet egg selection cheese sausage salmon veggie pancake pastry juice coffee,7
pos,breakfast,9
neg,people reception helpful,9
pos,pub,9
pos,city centre supermarket,10
pos,close host helpful,10
pos,hour apartment,10
pos,clean use washingmachine dryer dishwasher,10
pos,wifi,10
pos,good lift,10
neg,room air,8
neg,ventilation system,8
neg,open window door time freshen air room,8
neg,nearby road,8
neg,loud fridge work,8
pos,good location,8
pos,short walk subway station,8
pos,decent interior condition,8
pos,polite,8
pos,great value money,8
pos,worth money,7
pos,high level,10
pos,wedding anniversary pay,10
pos,worth thing,10
pos,clean fresh staff,10
neg,system shower,8
neg,minute shower,8
neg,bathroom flood,8
pos,feeling state mansion history,8
pos,site building,8
neg,relate accessibility facility guest,10
neg,mobility step,10
neg,thick carpet high counter,10
pos,minsk,10
pos,easy access single room order,10
pos,breakfast superb hotel,10
pos,decent restaurant,10
pos,dinner night stay,10
pos,boomgaard,10
pos,historical zone access exceptional italian belgian restaurant min walk,10
pos,owner room,10
pos,clean large walk shower breakfast plentiful attention detail self timer egg machine,10
pos,cook egg preference course,10
pos,kind bacon,10
pos,good selection bread,10
pos,milk commercial,10
pos,nespresso,10
pos,automatic preset machine buffet owner,10
pos,fabiana,10
pos,small hotel,10
pos,personal service hope star,10
pos,star value,10
pos,amazing breakfast good room bit,9
pos,hot summer,9
pos,excellent block,10
pos,catherine,10
pos,quiet section town,10
pos,close tourist area,10
pos,easy walk,10
pos,gran,10
pos,person meet,10
pos,bag apartment,10
pos,property family group people,10
pos,byn,9
neg,twin bed,8
neg,mattress pillow,8
pos,free breakfast,8
pos,price hostel,8
pos,basic trip,8
pos,easy budget travel couple,8
neg,place summer,9
neg,river overall use car taxi,9
neg,oktyabrskaja,9
neg,super brunch place walk,9
pos,spa,9
pos,nice room,9
pos,clean super comfy bed,9
pos,lack quality cosmetic bathroom,9
pos,hotel cosmetic,9
pos,small thing,9
pos,shoe polisher coffee maker lack tea bag,9
pos,day hotel,9
pos,bit attention,9
pos,superior customer experience detail,9
pos,beautiful attention detail,10
pos,gorgeous hotel service,10
pos,location comfort,9
pos,location,7
pos,hotel hair conditioner,7
neg,thing air conditioner wss,8
neg,warm swette night,8
pos,location,8
pos,perfect minut walk centrum staff,8
pos,open m reception,8
pos,good clean appartment,8
pos,nice neighbourhood,8
pos,nice restaurant,8
neg,staff restaurant,8
neg,friendly kitchen,8
pos,friendly office range hotel room,8
pos,clean bed,8
pos,comfortable pillow,8
pos,location good atmosphere,7
neg,switch scheme park,8
neg,residence shop restaurant,8
pos,excellent breakfast,8
pos,wi fi,8
pos,wonderful staff,10
pos,beautiful room,10
pos,excellent location,10
neg,poor honest food,10
pos,nice hotel,10
neg,breakfast opinion,8
neg,expensive book,8
pos,check registration paper,8
pos,friendly nice room good view,8
pos,big square,8
neg,minor observation lack door shower room house toilet issue people,10
pos,good small hotel stay,10
pos,clean spacious room good breakfast,10
pos,quiet setting,10
pos,minute drive,10
pos,maastricht,10
pos,town centre good restaurant,10
neg,sound isolation people room,9
pos,nice wonderful location guy reception,9
neg,bit street noise,8
neg,busy city,8
neg,jazz festival stay block window,8
neg,close blind double room,8
pos,great location,8
pos,large suitcase apartment accomodation suit,8
neg,room vanish,8
neg,open window,8
pos,clean quiet good healthy breakfast,8
pos,small fridge tv,8
neg,room bed,7
neg,hard toilet,7
neg,block room,7
neg,extra euro,7
pos,hostel,7
pos,great local beer,7
pos,reasonable price,7
pos,great way study staff,7
neg,secret police agent,10
neg,record room,10
neg,perfect hotel island luxury excess ocean poverty oppression suck suck,10
pos,ideal central location explore,9
pos,belgium germany netherlands,9
pos,maasmechelen,9
pos,distance hotel,9
pos,spacious suite proximity theatre,10
pos,great tub,10
pos,hot water omelet maker,10
pos,lavish breakfast,10
pos,large beautiful room slide glass door patio area garden,10
pos,lovely bathroom,10
pos,great shower,10
pos,fantastic breakfast plenty choice,10
neg,lift,8
neg,work time stay,8
neg,old room hostel room bit,7
neg,clean hair,7
neg,previous visitor,7
neg,closet blanket,7
neg,normal inlet,7
neg,reason heat summer,7
neg,neutral point location centrum everytime,7
neg,quick minute walk,7
neg,solo traveller stay,7
pos,breakfast youth hostel good,7
pos,fresh fruit sort jam ham cheese staff,7
pos,super kind,7
pos,nice honest opinion tour example,7
pos,sleep quality,10
pos,food restaurant look,10
pos,nice guess food,10
neg,fault guess breakfast high price,10
neg,fantastic waffle,10
neg,hotel breakfast wander,10
pos,good hotel experience,10
pos,fantastic location cute heck,10
pos,helpful staff,10
pos,decor,10
pos,pretty kid,10
pos,safe adore adore,10
neg,noise room,7
neg,staff kitchen installation window,7
neg,possible dine hotel,7
neg,book view room hotel,7
pos,friendly staff,7
pos,proseco,7
pos,clean room equip,7
neg,negative comment,9
pos,wonderful location,9
neg,minute bus,9
neg,maastricht,9
neg,bus minute hour,9
pos,room fact,7
pos,multiple activity,7
neg,good place atmosphere good,7
neg,noise hostel youth,9
neg,accessibility premise,9
pos,bathroom good,9
pos,wife wheelchair,9
neg,chinese restaurant hotel breakfast expectation food meal quality average,8
neg,china,8
neg,comparable low value money pay,8
pos,comfortable similar hotel,8
pos,china,8
pos,staff helpful,8
pos,quick response question,8
pos,location,8
pos,hotel district,8
pos,main industrial area pleasant n,8
neg,expensive big morning eater,9
pos,perfect hotel,9
pos,perfect bruge,9
neg,normal search list city,9
neg,netherlands,9
neg,heerlen,9
neg,search engine need check,9
pos,kindness staff,9
neg,room view bit,10
neg,carpark okay,10
neg,communication mini,10
pos,cleanliness,10
pos,lovely staff service quality hotel staff,10
pos,lovely helpful room comfy,10
pos,product usage,10
neg,child wall bit,8
pos,nice breakfast thing,8
pos,spacey,8
pos,room terrace,8
pos,clean kind staff,8
neg,duplex appartment people noise room,7
neg,sound funny,7
neg,wall floor,7
pos,super helpful,7
pos,ready communicate,7
pos,location minute,7
pos,belfry,7
pos,nice place,7
pos,extra euro breakfast music good,7
neg,breakfast,7
pos,service drøm tur staff,7
pos,nice quiet room,10
pos,delightful experience hotel,10
pos,wonderful staff,10
pos,great location,10
neg,staff helpfull,7
neg,information attraction concern,7
pos,great localizatiom,7
pos,location room,9
pos,nice people,9
pos,friendly helpful good breakfast good restaurant neighbourhood,9
pos,check time,9
pos,common room,9
pos,big view,9
pos,nice citchen equip,9
pos,nice place party,9
pos,great location lot,8
pos,nice standard room,8
pos,star hotel,8
pos,amazing customer service,9
pos,great breakfast,9
pos,clean hotel,9
pos,location hotel fact site,10
pos,right middle town staff helpful,10
pos,drive car number hotel,10
pos,brugge,10
neg,minor point,10
neg,person reception,10
neg,final price book,10
neg,guest vicinity,10
pos,fantastic large room,10
pos,great decoration high,10
pos,comfy bed superb shower good staff helpful girlfriend,10
pos,nespresso,10
neg,fat quality,7
neg,care luandary,7
neg,food menu english suction fan bathroom,7
pos,size,7
pos,room size bed location staff,7
pos,big room ground floor egg bake breakfast good coffee,9
pos,friendly staff,9
neg,luggage storage hostel hotel guesthouse,9
pos,friendly helpful staff,9
pos,clean room,9
pos,short bus,9
pos,train station,9
pos,main road,9
pos,large square,9
pos,historic centre breakfast okay cereal bread egg cheese ham fruit,9
pos,comfortable bed,9
pos,wifi,9
pos,good room,9
pos,receiption staff,8
pos,nice help lot kind staff,8
pos,location,7
neg,view room,8
pos,spa,8
pos,charming hotel,9
pos,great location superb staff,9
